?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ENVO_01000254>	"A system which has the disposition to environ one or more material entities."	
<http://purl.obolibrary.org/obo/GO_0009451>	"The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."	
<http://purl.obolibrary.org/obo/OMIT_0028630>		
<http://purl.obolibrary.org/obo/ENVO_02500000>	"A process in which includes the components of an environmental system as participants."	
<http://purl.obolibrary.org/obo/OBI_0000070>	"A planned process that has the objective to produce information about a material entity (the evaluant) by examining it."@en	
<http://edamontology.org/data_1712>	"An image of the structure of a small chemical compound."	
<http://purl.obolibrary.org/obo/CHEBI_26079>		
<http://purl.obolibrary.org/obo/CHEBI_52211>		
<http://purl.obolibrary.org/obo/SO_0001023>	"An allele is one of a set of coexisting sequence variants of a gene."	
<http://edamontology.org/data_2337>	"Data concerning or describing some core computational resource, as distinct from primary data. This includes metadata on the origin, source, history, ownership or location of some thing."	
<http://purl.obolibrary.org/obo/OBI_0001866>		
<http://purl.obolibrary.org/obo/CLO_0037307>		
<http://purl.obolibrary.org/obo/ENVO_01000840>	"A chemical decomposition (the separation of a single chemical compound into its two or more elemental parts or to simpler compounds) caused by heat."	
<http://purl.obolibrary.org/obo/OBI_0001848>	"An assay that incorporates chromatin immunoprecipitation (ChIP)-based enrichment, chromatin proximity ligation, Paired-End Tags, and high-throughput sequencing to determine de novo long-range chromatin interactions genome-wide."@en	
<http://purl.obolibrary.org/obo/CL_0000451>	"A cell of hematopoietic origin, typically resident in particular tissues, specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation. These cells are lineage negative (CD3-negative, CD19-negative, CD34-negative, and CD56-negative)."	
<http://purl.obolibrary.org/obo/IDO_0000526>	"A organism bearing a parasite role."@en	
<http://purl.obolibrary.org/obo/CHEBI_33839>	"A macromolecule is a molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."	
<http://purl.obolibrary.org/obo/OBI_0000231>	"a material processing that digests the fraction of input material that is susceptible to that enzyme"@en	
<http://purl.obolibrary.org/obo/OMIT_0012761>		
<http://purl.obolibrary.org/obo/OBI_0003117>	"An assay that determines the 3-dimensional configuration of a molecular entity or molecular complex."@en	
<http://purl.obolibrary.org/obo/GO_0051234>	"Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."	
<http://purl.obolibrary.org/obo/BFO_0000003>	"An entity that has temporal parts and that happens, unfolds or develops through time."@en	
<http://purl.obolibrary.org/obo/CHEBI_33290>	"A physiological role played by any substance of either plant, animal or artificial origin which contains essential body nutrients that can be ingested by an organism to provide energy, promote growth, and maintain the processes of life."	
<http://edamontology.org/data_2907>	"Accession of a protein deposited in a database."	
<http://purl.obolibrary.org/obo/CHEBI_24867>		
<http://purl.obolibrary.org/obo/NCIT_C17958>	"The principle of functional MRI imaging is to take a series of images of an organ in quick succession and to statistically analyze the images for differences among them.  Most commonly used in studies of brain function."	
<http://purl.obolibrary.org/obo/DOID_331>	"A nervous system disease that affects either the spinal cord (myelopathy) or brain (encephalopathy) of the central nervous system."@en	
<http://purl.obolibrary.org/obo/OBCS_0000218>	"A data item that is derived from a statistical data analysis."	
<http://purl.obolibrary.org/obo/ENVO_01000452>	"A disposition which is realised by an environmental system or system parts thereof."	
<http://purl.obolibrary.org/obo/CHEBI_78616>	"Any organooxygen compound that is a polyhydroxy-aldehyde or -ketone, or a compound derived from one. Carbohydrates contain only carbon, hydrogen and oxygen and usually have an empirical formula Cm(H2O)n; carbohydrate derivatives may contain other elements by substitution or condensation."	
<http://purl.obolibrary.org/obo/CLO_0037308>		
<http://www.ebi.ac.uk/efo/EFO_0000400>	"A metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization."	
<http://biomodels.net/SBO/SBO_0000193>	"Constant with the dimension of a powered concentration. It is determined at half-saturation, half-activity etc. "	
<http://purl.obolibrary.org/obo/GO_0051252>	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."	
<http://purl.obolibrary.org/obo/GO_0019815>	"An immunoglobulin complex that is present in the plasma membrane of B cells and that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains and a signaling subunit, a heterodimer of the Ig-alpha and Ig-beta proteins."	
<http://purl.obolibrary.org/obo/GO_0048856>	"The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."	
<http://purl.obolibrary.org/obo/OGMS_0000028>	"A clinically abnormal phenotype that is characteristic of a single disease."@en	
<http://purl.obolibrary.org/obo/PATO_0001993>	"A cellularity quality inhering in a bearer by virtue of the bearer's consisting of more than one cell."	
<http://purl.obolibrary.org/obo/SO_0000276>	"Small, ~22-nt, RNA molecule that is the endogenous transcript of a miRNA gene (or the product of other non coding RNA genes). Micro RNAs are produced from precursor molecules (SO:0001244) that can form local hairpin structures, which ordinarily are processed (usually via the Dicer pathway) such that a single miRNA molecule accumulates from one arm of a hairpin precursor molecule. Micro RNAs may trigger the cleavage of their target molecules or act as translational repressors."	
<http://purl.obolibrary.org/obo/CHEBI_33259>	"A molecular entity all atoms of which have the same atomic number."	
<http://purl.obolibrary.org/obo/CHEBI_33712>	"The residue in a peptide that has an amino group that is free, or at least not acylated by another amino-acid residue, is called N-terminal."	
<http://purl.obolibrary.org/obo/OBI_0600017>	"An assay that detects the presence or a quality of a molecular label which is a proxy for the detection of the molecular target to which the label is attached"@en	
<http://purl.obolibrary.org/obo/UBERON_0002107>	"Organ which secretes bile and participates in formation of certain blood proteins.[AAO]"	
<http://purl.obolibrary.org/obo/GO_0007155>	"The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."	
<http://purl.obolibrary.org/obo/CHEBI_51143>		
<http://purl.obolibrary.org/obo/OBI_0000094>	"A planned process which results in physical changes in a specified input material"@en	
<http://purl.obolibrary.org/obo/SO_0001059>	"A sequence_alteration is a sequence_feature whose extent is the deviation from another sequence."	
<http://purl.obolibrary.org/obo/BFO_0000004>	"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything."@en	
<http://purl.obolibrary.org/obo/OMIT_0028415>		
<http://purl.obolibrary.org/obo/MFOEM_000001>	"An affective process that is a synchronized aggregate of constituent mental processes including an appraisal process, which is valenced, has an object, and gives rise to an action tendency."	
<http://purl.obolibrary.org/obo/GO_0016043>	"A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."	
<http://purl.obolibrary.org/obo/OBI_0200000>	"A planned process that produces output data from input data."@en	
<http://purl.obolibrary.org/obo/SO_0001021>	"A chromosomal region that may sustain a double-strand break, resulting in a recombination event."	
<http://purl.obolibrary.org/obo/SO_0000657>	"A region of sequence containing one or more repeat units."	
<http://www.ebi.ac.uk/efo/EFO_0000508>	"A disease that is caused by genetic modifications where those modifications are inherited from a parent's genome."	
<http://purl.obolibrary.org/obo/ENVO_01001788>		
<http://purl.obolibrary.org/obo/GO_0006338>	"A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."	
<http://purl.obolibrary.org/obo/NCIT_C16710>	"The protection against infectious disease conferred by the immune response. It encompasses the capacity to distinguish foreign material from self, and to neutralize, eliminate, or metabolize that which is foreign."	
<http://purl.obolibrary.org/obo/DOID_0060037>	"A disease of mental health that occur during a child's developmental period between birth and age 18 resulting in retarding of the child's psychological or physical development."@en	
<http://purl.obolibrary.org/obo/GO_0043043>	"The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."	
<http://purl.obolibrary.org/obo/SO_0001000>	"Cytosolic 16S rRNA is an RNA component of the small subunit of cytosolic ribosomes in prokaryotes."	
<http://purl.obolibrary.org/obo/SO_0001039>	"An MGE that is integrated into the host chromosome."	
<http://purl.obolibrary.org/obo/GO_0046872>	"Binding to a metal ion."	
<http://purl.obolibrary.org/obo/BFO_0000030>		
<http://edamontology.org/topic_1775>	"The study of gene and protein function including the prediction of functional properties of a protein."	
<http://purl.obolibrary.org/obo/SO_0000336>	"A sequence that closely resembles a known functional gene, at another locus within a genome, that is non-functional as a consequence of (usually several) mutations that prevent either its transcription or translation (or both). In general, pseudogenes result from either reverse transcription of a transcript of their \"normal\" paralog (SO:0000043) (in which case the pseudogene typically lacks introns and includes a poly(A) tail) or from recombination (SO:0000044) (in which case the pseudogene is typically a tandem duplication of its \"normal\" paralog)."	
<http://purl.obolibrary.org/obo/OBI_0302903>	"a planned process by which totally or partially complementary, single-stranded nucleic acids are  combined into a single molecule called heteroduplex or homoduplex to an extent depending on the amount of complementarity."@en	
<http://purl.obolibrary.org/obo/NCIT_C17962>	"A computer-controlled presentation of some combination of audio, video, animation, graphics, still photo, and/or text where users can control the presentation and often interact with it."	
<http://purl.obolibrary.org/obo/GO_0009892>	"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."	
<http://purl.obolibrary.org/obo/OBI_0600020>	"An assay that uses visual examination of cells or tissue (or images of them) to make an assessment regarding a quality of the cells or tissue. This assay can include steps of staining, imaging, and judgement."@en	
<http://edamontology.org/data_1872>	"The full name for a group of organisms, reflecting their biological classification and (usually) conforming to a standard nomenclature."	
<http://purl.obolibrary.org/obo/GO_0043231>	"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."	
<http://purl.obolibrary.org/obo/OGMS_0000123>	"A data item that is about a patient and is the specified output of a health care process assay or diagnostic process"	
<http://purl.obolibrary.org/obo/SO_0001411>	"A region defined by its disposition to be involved in a biological process."	
<http://edamontology.org/operation_0450>	"Detects chimeric sequences (chimeras) from a sequence alignment."	
<http://edamontology.org/data_1011>	"An Enzyme Commission (EC) number of an enzyme."	
<http://purl.obolibrary.org/obo/GO_0003682>	"Binding to chromatin, the network of fibers of DNA, protein, and sometimes RNA, that make up the chromosomes of the eukaryotic nucleus during interphase."	
<http://purl.obolibrary.org/obo/GO_0032259>	"The process in which a methyl group is covalently attached to a molecule."	
<http://purl.obolibrary.org/obo/CHEBI_24870>	"A molecular entity having a net electric charge."	
<http://purl.obolibrary.org/obo/CHEBI_18154>	"A biomacromolecule consisting of large numbers of monosaccharide residues linked glycosidically. This term is commonly used only for those containing more than ten monosaccharide residues."	
<http://purl.obolibrary.org/obo/GO_0035195>	"A post-transcriptional gene silencing pathway in which regulatory microRNAs (miRNAs) elicit silencing of specific target genes. miRNAs are endogenous 21-24 nucleotide small RNAs processed from stem-loop RNA precursors (pre-miRNAs). Once incorporated into a RNA-induced silencing complex (RISC), miRNAs can downregulate protein production by either of two posttranscriptional mechanisms: endonucleolytic cleavage of the RNA (often mRNA) or mRNA translational repression, usually accompanied by poly-A tail shortening and subsequent degradation of the mRNA. miRNAs are present in all the animals and in plants, whereas siRNAs are present in lower animals and in plants."	
<http://purl.obolibrary.org/obo/CHEBI_18059>	"'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids."	
<http://purl.obolibrary.org/obo/SO_0000178>	"The DNA region of a group of adjacent genes whose transcription is coordinated on one or several mutually overlapping transcription units transcribed in the same direction and sharing at least one gene."	
<http://purl.obolibrary.org/obo/GO_2000628>	"Any process that modulates the frequency, rate or extent of miRNA metabolic process."	
<http://purl.obolibrary.org/obo/SO_0000771>	"A quantitative trait locus (QTL) is a polymorphic locus which contains alleles that differentially affect the expression of a continuously distributed phenotypic trait. Usually it is a marker described by statistical association to quantitative variation in the particular phenotypic trait that is thought to be controlled by the cumulative action of alleles at multiple loci."	
<http://edamontology.org/data_0943>	"Spectra from mass spectrometry."	
<http://edamontology.org/operation_3767>	"Identification of protein, for example from one or more peptide identifications by tandem mass spectrometry."	
<http://purl.obolibrary.org/obo/UBERON_0001474>	"Skeletal element that is composed of bone tissue."	
<http://purl.obolibrary.org/obo/SO_0001459>	"Clustered Palindromic Repeats interspersed with bacteriophage derived spacer sequences."	
<http://purl.obolibrary.org/obo/OBI_0001515>	"A material processing service in which a service provider makes physical modifications to a specified input material, such that at least one of the specified outputs of this process is a modified version of a specified input material."@en	
<http://purl.obolibrary.org/obo/UBERON_0000178>	"Highly specialized circulating tissue consisting of several types of cells suspended in a fluid medium known as plasma.[AAO]"	
<http://www.ebi.ac.uk/efo/EFO_0022597>	"A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation."	
<http://purl.obolibrary.org/obo/CHEBI_72695>	"Any molecule that consists of at least one carbon atom as part of the electrically neutral entity."	
<http://purl.obolibrary.org/obo/GO_0016070>	"The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."	
<http://purl.obolibrary.org/obo/CHEBI_33281>	"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."	
<http://purl.obolibrary.org/obo/MI_0966>	"Ultraviolet-visible spectroscopy or ultraviolet-visible spectrophotometry (UV-Vis or UV/Vis) involves the spectroscopy of photons in the UV-visible region. This means it uses light in the visible and adjacent (near ultraviolet (UV) and near infrared (NIR)) ranges."	
<http://purl.obolibrary.org/obo/ENVO_01000203>	"An environmental condition is a range of a determinate quality or combination of qualities that are present in an environmental system."	
<http://purl.obolibrary.org/obo/CHEBI_33260>		
<http://purl.obolibrary.org/obo/FBcv_0003036>	"A project that characterizes the set of inter-molecular interactions in an organism."	
<http://purl.obolibrary.org/obo/IAO_0000013>	"A report that is published in a journal."@en	
<http://purl.obolibrary.org/obo/GO_0008150>	"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."	
<http://purl.obolibrary.org/obo/OBI_0600015>	"group assignment is a process which has an organism as specified input and during which a role is assigned"@en	
<http://purl.obolibrary.org/obo/GO_0036094>	"Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."	
<http://purl.obolibrary.org/obo/OBI_0000115>	"An intervention design is a study design in which a controlled process applied to the subjects (the intervention) serves as the independent variable manipulated by the experimentalist. The treatment (perturbation or intervention) defined can be defined as a combination of values taken by independent variable manipulated by the experimentalists are applied to the recruited subjects assigned (possibly by applying specific methods) to treatment groups. The specificity of intervention design is the fact that independent variables are being manipulated and a response of the biological system is evaluated via response variables as monitored by possibly a series of assays."@en	
<http://purl.obolibrary.org/obo/GO_0048523>	"Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."	
<http://purl.obolibrary.org/obo/CL_0002242>	"A cell containing at least one nucleus."	
<http://purl.obolibrary.org/obo/FMA_84795>		
<http://www.ebi.ac.uk/efo/EFO_0000508>	"A genetic disorder is a disorder in which an abnormality, i.e. mutation, of a gene or gene has occurred resulting in a diseased state. Note, this not imply that the disorder is hereditary since genetic mutations can occur during life time and are not always directly inherited or presented in parents (although they can be)."	
<http://purl.obolibrary.org/obo/UBERON_0000465>	"Anatomical entity that has mass."	
<http://purl.obolibrary.org/obo/OBI_0002176>	"An assay that measures the electrical properties of biological cells or tissues. Typically, this assay will generate measurements of voltage changes or electric current (or other associated variables such as impedence or capacitance)."@en	
<http://purl.obolibrary.org/obo/BFO_0000020>	"b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])"@en	
<http://purl.obolibrary.org/obo/SO_0000370>	"A non-coding RNA less than 200 nucleotides long, usually with a specific secondary structure, that acts to regulate gene expression. These include short ncRNAs such as piRNA, miRNA and siRNAs (among others)."	
<http://purl.obolibrary.org/obo/T4FS_0000141>	"The activities of data policies, data planning, data element standardization, information management control, data synchronization, data sharing, and database development, including practices and projects that acquire, control, protect, deliver and enhance the value of data and information."@en	
<http://www.ebi.ac.uk/efo/EFO_0000319>	"Pathological conditions involving the CARDIOVASCULAR SYSTEM including the HEART; the BLOOD VESSELS; or the PERICARDIUM."	
<http://www.ebi.ac.uk/efo/EFO_0000513>	"The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment."	
<http://edamontology.org/data_2091>	"A persistent (stable) and unique identifier, typically identifying an object (entry) from a database."	
<http://edamontology.org/data_2140>	"The concentration of a chemical compound."	
<http://purl.obolibrary.org/obo/FBcv_0003035>	"A project that characterizes the set of proteins expressed in an organism."	
<http://purl.obolibrary.org/obo/GO_0005739>	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	
<http://aims.fao.org/aos/agrovoc/c_36669>	"A system where communities of plants, microbes and animals inhabiting farmed land, pastures, grasslands or rangelands, interact with each other and their physical environment."	
<http://purl.obolibrary.org/obo/BFO_0000034>		
<http://purl.obolibrary.org/obo/UBERON_0001911>	"Any of the milk-producing apocrine glands typically occurring in pairs in female mammals and consisting of lobes containing clusters of alveoli with a system of ducts to convey the milk to an external nipple or teat. [TFD][VHOG]"	
<http://purl.obolibrary.org/obo/ENVO_01001023>	"A process during which energy is emitted or transmitted in the form of waves or particles through space or a material medium."	
<http://purl.obolibrary.org/obo/CHEBI_33708>	"When two or more amino acids combine to form a peptide, the elements of water are removed, and what remains of each amino acid is called an amino-acid residue."	
<http://www.fairsharing.org/ontology/domain/DRAO_0000289>	"Biocuration is the extraction of knowledge from unstructured biological and biomedical data into a standard, structured, computable form."	
<http://purl.obolibrary.org/obo/STATO_0000184>	"A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s."@en	
<http://purl.obolibrary.org/obo/CHEBI_16991>	"High molecular weight, linear polymers, composed of nucleotides containing deoxyribose and linked by phosphodiester bonds; DNA contain the genetic information of organisms."	
<http://purl.obolibrary.org/obo/IDOMAL_0000349>	"A heritable change in the sensitivity of a pest population that is reflected in the repeated failure of a product to achieve the expected level of control when used according to the label recommendation for that pest species."	
<http://purl.obolibrary.org/obo/GO_0005996>	"The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."	
<http://purl.obolibrary.org/obo/GO_0006413>	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."	
<http://purl.obolibrary.org/obo/OBI_0001686>	"An assay that localizes a specific DNA or RNA sequence within a portion or section of tissue using artificially induced nucleic hybridization."@en	
<http://purl.obolibrary.org/obo/NCIT_C17671>	"Proteins that regulate transcription via interaction with chromatin and basal transcription machinery at the promoter regions of genes. Nuclear receptors are ligand-dependent transcription factors including steroids, retinoids, vitamin D, unliganded thyroid hormone, and orphan receptors (unknown ligands). Coregulators (coactivators or corepressors) are important in mediating these interactions and thereby modulate positive or negative receptor activity."	
<http://purl.obolibrary.org/obo/OBI_0001528>	"A service which has a material entity as specified input and/or specified output."@en	
<http://purl.obolibrary.org/obo/OBI_0200187>	"A sequence analysis data transformation is a data transformation that has objective sequence analysis and has the aim of analysing ordered biological data for sequential patterns."@en	
<http://purl.obolibrary.org/obo/GO_0065007>	"Any process that modulates a measurable attribute of any biological process, quality or function."	
<http://edamontology.org/operation_0525>	"The process of assembling many short DNA sequences together such that they represent the original chromosomes from which the DNA originated."	
<http://purl.obolibrary.org/obo/SO_0000243>	"Sequence element that recruits a ribosomal subunit to internal mRNA for translation initiation."	
<http://purl.obolibrary.org/obo/GO_0007610>	"The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity."	
<http://purl.obolibrary.org/obo/CL_0000393>	"A cell whose function is determined by its response to an electric signal."	
<http://purl.obolibrary.org/obo/CHEBI_33238>	"A monoatomic entity is a molecular entity consisting of a single atom."	
<http://purl.obolibrary.org/obo/FBcv_0003077>	"An assay that uses a panel of RNA interference (RNAi) reagents to systematically knockdown a large set of genes, one at a time, to identify those that are involved in some biological process."	
<http://purl.obolibrary.org/obo/CL_0000542>	"A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."	
<http://edamontology.org/data_1283>	"A map showing banding patterns derived from direct observation of a stained chromosome."	
<http://purl.obolibrary.org/obo/OBCS_0000049>	"A data item that refers to the number of true positives and true negatives divided by the total number of observations."	
<http://edamontology.org/operation_2428>	"Validate some data."	
<http://purl.obolibrary.org/obo/CL_0000000>	"A material entity of anatomical origin (part of or deriving from an organism) that has as its parts a maximally connected cell compartment surrounded by a plasma membrane."	
<http://purl.obolibrary.org/obo/GO_0010629>	"Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."	
<http://edamontology.org/data_3495>	"An RNA sequence."	
<http://purl.obolibrary.org/obo/GO_1903561>	"Any vesicle that is part of the extracellular region."	
<http://purl.obolibrary.org/obo/ENVO_00000447>	"A marine ecosystem which is in its climactic successional state."	
<http://edamontology.org/topic_3341>	"Collections of DNA, including both collections of cloned molecules, and populations of micro-organisms that store and propagate cloned DNA."	
<http://purl.obolibrary.org/obo/CHEBI_33696>	"A macromolecule made up of nucleotide units and hydrolysable into certain pyrimidine or purine bases (usually adenine, cytosine, guanine, thymine, uracil), D-ribose or 2-deoxy-D-ribose and phosphoric acid."	
<http://purl.obolibrary.org/obo/PATO_0001018>	"A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities."	
<http://edamontology.org/operation_2479>	"Analyse a protein sequence (using methods that are only applicable to protein sequences)."	
<http://purl.obolibrary.org/obo/SO_0000436>	"A sequence that can autonomously replicate, as a plasmid, when transformed into a bacterial host."	
<http://purl.obolibrary.org/obo/SO_0000835>	"A part of a primary transcript."	
<http://purl.obolibrary.org/obo/OBI_0002117>	"A DNA sequencing assay that intends to provide information about the sequence of an entire genome of an organism."@en	
<http://purl.obolibrary.org/obo/NCIT_C13375>	"Heritable sensitive regions of chromosomes which show up in vitro as non-staining bands. They are associated with chromosome breakage and other aberrations. No abnormal phenotype has been definitely identified with autosomal fragile sites, but some rare autosomal recessive disorders may be due to homozygosity for fragile sites. A fragile site on the X chromosome is associated with Fragile X Syndrome. Fragile sites are designated by the letters \"fra\" followed by the designation for the specific chromosome and locus."	
<http://purl.obolibrary.org/obo/CHEBI_36916>	"A monoatomic or polyatomic species having one or more elementary charges of the proton."	
<http://purl.obolibrary.org/obo/OBI_0001977>	"An assay that counts and/or measures characteristics of cells."@en	
<http://edamontology.org/data_0993>	"Identifier of a drug."	
<http://edamontology.org/operation_0445>	"Identify or predict transcription factor binding sites in DNA sequences."	
<http://aims.fao.org/aos/agrovoc/c_8678>	"Products in their original state or processed enough to be prepared for marketing."	
<http://purl.obolibrary.org/obo/SO_0001260>	"A collection of discontinuous sequences."	
<http://purl.obolibrary.org/obo/SO_0000167>	"A regulatory_region composed of the TSS(s) and binding sites for TF_complexes of the core transcription machinery. A region (DNA) to which RNA polymerase binds, to begin transcription."	
<http://purl.obolibrary.org/obo/OBI_0100014>	"An organism which contains cells or tissues with a different genotype"@en	
<http://www.ebi.ac.uk/efo/EFO_0004982>	"A collection or collectivity of microorganisms."	
<http://purl.obolibrary.org/obo/BFO_0000015>	"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs."	
<http://purl.obolibrary.org/obo/IAO_0000183>	"A dendrogram is a report graph which is a tree diagram\nfrequently used to illustrate the arrangement of the clusters produced by a\nclustering algorithm."@en	
<http://edamontology.org/data_1274>	"A map of (typically one) DNA sequence annotated with positional or non-positional features."	
<http://purl.obolibrary.org/obo/SO_0000150>	"A sequence obtained from a single sequencing experiment. Typically a read is produced when a base calling program interprets information from a chromatogram trace file produced from a sequencing machine."	
<http://purl.obolibrary.org/obo/DOID_14330>	"A synucleinopathy that has_material_basis_in degeneration of the central nervous system that often impairs motor skills, speech, and other functions."@en	
<http://purl.obolibrary.org/obo/GO_0045184>	"The directed movement of a protein to a specific location."	
<http://purl.obolibrary.org/obo/SO_0002247>	"A non-coding RNA less than 200 nucleotides in length."	
<http://edamontology.org/topic_3077>	"The acquisition of data, typically measurements of physical systems using any type of sampling system, or by another other means."	
<http://purl.obolibrary.org/obo/SO_0000745>	"DNA belonging to the genome of a chloroplast, a green plastid for photosynthesis."	
<http://purl.obolibrary.org/obo/CL_0000234>	"Any cell capable of ingesting particulate matter via phagocytosis."	
<http://purl.obolibrary.org/obo/OGMS_0000023>	"A (combination of) quality(ies) of an organism determined by the interaction of its genetic make-up and environment that differentiates specific instances of a species from other instances of the same species."@en	
<http://purl.obolibrary.org/obo/GO_0007127>	"The first meiotic nuclear division in which homologous chromosomes are paired and segregated from each other, producing two haploid daughter nuclei."	
<http://purl.obolibrary.org/obo/GO_0006397>	"Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide."	
<http://purl.obolibrary.org/obo/OBI_0000415>	"PCR is the process in which a DNA polymerase is used to amplify a piece of DNA by in vitro enzymatic replication. As PCR progresses, the DNA thus generated is itself used as a template for replication. This sets in motion a chain reaction in which the DNA template is exponentially amplified."@en	
<http://edamontology.org/operation_3223>	"Identify from molecular sequence analysis (typically from analysis of microarray or RNA-seq data) genes whose expression levels are significantly different between two sample groups."	
<http://purl.obolibrary.org/obo/UBERON_0010000>	"An anatomical structure that has more than one cell as a part."	
<http://biomodels.net/SBO/SBO_0000282>	"Synonym: Kd "	
<http://www.ebi.ac.uk/efo/EFO_0000319>	"A non-neoplastic or neoplastic disorder affecting the heart or the vessels (arteries, veins and lymph vessels).  Representative examples of non-neoplastic cardiovascular disorders are endocarditis and hypertension.  Representative examples of neoplastic cardiovascular disorders are endocardial myxoma and angiosarcoma. -- 2003"	
<http://www.ebi.ac.uk/efo/EFO_0007550>	"An image analysis technique combining automated fluorescence microscopy with multi-parameter quantitative image analysis for the large scale study of cells (cellomics)."	
<http://purl.obolibrary.org/obo/GO_0006006>	"The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."	
<http://purl.obolibrary.org/obo/CHEBI_78298>	"Any minor or unwanted substance introduced into the environment that can have undesired effects."	
<http://purl.obolibrary.org/obo/OBI_0000011>	"A process that realizes a plan which is the concretization of a plan specification."@en	
<http://purl.obolibrary.org/obo/OBI_0000185>	"An imaging assay is an assay to produce a picture of an entity."	
<http://purl.obolibrary.org/obo/SO_0001505>	"A collection of sequences (often chromosomes) taken as the standard for a given organism and genome assembly."	
