Source ontology term IRI	Source ontology term label	Include in View	User-preferred label	Include all children
http://purl.obolibrary.org/obo/MI_2118	volume of distribution			
http://purl.obolibrary.org/obo/MI_2120	tissue distribution			
http://purl.obolibrary.org/obo/MI_2121	transporter binding			
http://purl.obolibrary.org/obo/MI_2122	clearance			
http://purl.obolibrary.org/obo/MI_2123	renal clearance			
http://purl.obolibrary.org/obo/MI_2124	total clearance			
http://purl.obolibrary.org/obo/MI_2125	maximum absorbable dose			
http://purl.obolibrary.org/obo/MI_2126	paracellular absorption			
http://purl.obolibrary.org/obo/MI_2127	tmax/cmax			
http://purl.obolibrary.org/obo/MI_2128	ABCB1 transporter substrate			
http://purl.obolibrary.org/obo/MI_2129	bile transporter substrate			
http://purl.obolibrary.org/obo/MI_2130	cyp-450 inhibition			
http://purl.obolibrary.org/obo/MI_2131	metabolite identification			
http://purl.obolibrary.org/obo/MI_2132	gsh adducts			
http://purl.obolibrary.org/obo/MI_2133	neutralization by glucuronidation or sulfatation			
http://purl.obolibrary.org/obo/MI_2135	toxicity attribute name			
http://purl.obolibrary.org/obo/MI_2136	herg binding			
http://purl.obolibrary.org/obo/MI_2137	genotoxicity			
http://purl.obolibrary.org/obo/MI_2138	mutagenicity			
http://purl.obolibrary.org/obo/MI_2139	carcinogenicity			
http://purl.obolibrary.org/obo/MI_2140	chromosome damage			
http://purl.obolibrary.org/obo/MI_2141	hepatotoxicity			
http://purl.obolibrary.org/obo/MI_2142	phospholipidosis			
http://purl.obolibrary.org/obo/MI_2145	solubility ph 6.5			
http://purl.obolibrary.org/obo/MI_2146	solubility ph 2.0			
http://purl.obolibrary.org/obo/MI_2147	chemical stability at pH 7.4			
http://purl.obolibrary.org/obo/MI_2148	investigational drug			
http://purl.obolibrary.org/obo/MI_2149	withdrawn drug			
http://purl.obolibrary.org/obo/MI_2150	illicit drug			
http://purl.obolibrary.org/obo/MI_2151	other drug interaction			
http://purl.obolibrary.org/obo/MI_2152	food interaction			
http://purl.obolibrary.org/obo/MI_2153	pdr health			
http://purl.obolibrary.org/obo/MI_2154	wikipedia			
http://purl.obolibrary.org/obo/MI_2155	average molecular weight			
http://purl.obolibrary.org/obo/MI_2156	monoisotopic molecular weight			
http://purl.obolibrary.org/obo/MI_2157	experimental water solubility			
http://purl.obolibrary.org/obo/MI_2158	predicted water solubility			
http://purl.obolibrary.org/obo/MI_2160	logs			
http://purl.obolibrary.org/obo/MI_2161	experimental logs			
http://purl.obolibrary.org/obo/MI_2162	experimental CaCO2 permeability			
http://purl.obolibrary.org/obo/MI_2163	by homology			
http://purl.obolibrary.org/obo/MI_2164	mind			
http://purl.obolibrary.org/obo/MI_2165	bar			
http://purl.obolibrary.org/obo/MI_2166	ai			
http://purl.obolibrary.org/obo/MI_2167	kinetic exclusion assay			
http://purl.obolibrary.org/obo/MI_2168	conditional site labelling			
http://purl.obolibrary.org/obo/MI_2169	luminiscence technology			
http://purl.obolibrary.org/obo/MI_2170	bimolecular luminiscence complementation			
http://purl.obolibrary.org/obo/MI_2171	complemented donor-acceptor resonance energy transfer			
http://purl.obolibrary.org/obo/MI_2172	aspgd			
http://purl.obolibrary.org/obo/MI_2173	cgd			
http://purl.obolibrary.org/obo/MI_2174	ecoliwiki			
http://purl.obolibrary.org/obo/MI_2175	genedb			
http://purl.obolibrary.org/obo/MI_2176	gramene			
http://purl.obolibrary.org/obo/MI_2177	pombase			
http://purl.obolibrary.org/obo/MI_2178	agi_locuscode			
http://purl.obolibrary.org/obo/MI_2179	subset			
http://purl.obolibrary.org/obo/MI_2180	agbase			
http://purl.obolibrary.org/obo/MI_2181	cacao			
http://purl.obolibrary.org/obo/MI_2182	dflat			
http://purl.obolibrary.org/obo/MI_2183	go_central			
http://purl.obolibrary.org/obo/MI_2184	mtbbase			
http://purl.obolibrary.org/obo/MI_2185	parkinsonsuk-ucl			
http://purl.obolibrary.org/obo/MI_2186	alut			
http://purl.obolibrary.org/obo/MI_2187	ri			
http://purl.obolibrary.org/obo/MI_2188	par-clip			
http://purl.obolibrary.org/obo/MI_2189	avexis			
http://purl.obolibrary.org/obo/MI_2190	long non-coding ribonucleic acid	y	Long non-coding ribonucleic acid	
http://purl.obolibrary.org/obo/MI_2191	clip			
http://purl.obolibrary.org/obo/MI_2192	clip-seq			
http://purl.obolibrary.org/obo/MI_2193	iclip			
http://purl.obolibrary.org/obo/MI_2194	crac			
http://purl.obolibrary.org/obo/MI_2195	clash			
http://purl.obolibrary.org/obo/MI_2196	quartz crystal microbalance			
http://purl.obolibrary.org/obo/MI_2197	probe interaction assay			
http://purl.obolibrary.org/obo/MI_2198	labelling assay			
http://purl.obolibrary.org/obo/MI_2199	specific site-labelling technology			
http://purl.obolibrary.org/obo/MI_2200	primesdb			
http://purl.obolibrary.org/obo/MI_2201	DNA chemical modification			
http://purl.obolibrary.org/obo/MI_2202	RNA chemical modification			
http://purl.obolibrary.org/obo/MI_2203	primer extension assay			
http://purl.obolibrary.org/obo/MI_2204	micro rna			
http://purl.obolibrary.org/obo/MI_2205	pir			
http://purl.obolibrary.org/obo/MI_2206	observed nucleic acid chemical modification			
http://purl.obolibrary.org/obo/MI_2207	resulting nucleic acid chemical modification			
http://purl.obolibrary.org/obo/MI_2208	prerequisite-nucleic acid chemical modification			
http://purl.obolibrary.org/obo/MI_2209	nucleic acid chemical modification decreasing an interaction			
http://purl.obolibrary.org/obo/MI_2210	nucleic acid chemical modification disrupting an interaction			
http://purl.obolibrary.org/obo/MI_2211	nucleic acid chemical modification increasing an interaction			
http://purl.obolibrary.org/obo/MI_2212	proteomexchange			
http://purl.obolibrary.org/obo/MI_2213	super-resolution microscopy			
http://purl.obolibrary.org/obo/MI_2214	signor			
http://purl.obolibrary.org/obo/MI_2215	barcode fusion genetics two hybrid			
http://purl.obolibrary.org/obo/MI_2216	deampylation assay			
http://purl.obolibrary.org/obo/MI_2217	luciferase-c			
http://purl.obolibrary.org/obo/MI_2218	luciferase-n			
http://purl.obolibrary.org/obo/MI_2219	gaussia luciferase protein tag			
http://purl.obolibrary.org/obo/MI_2220	gaussia-c			
http://purl.obolibrary.org/obo/MI_2221	gaussia-n			
http://purl.obolibrary.org/obo/MI_2222	inference by socio-affinity scoring			
http://purl.obolibrary.org/obo/MI_2223	inference by quantitative co-purification			
http://purl.obolibrary.org/obo/MI_2224	chemical rna modification plus base pairing prediction			
http://purl.obolibrary.org/obo/MI_2225	zinc			
http://purl.obolibrary.org/obo/MI_2226	mutation with no effect			
http://purl.obolibrary.org/obo/MI_2227	mutation causing an interaction			
http://purl.obolibrary.org/obo/MI_2228	ceitec			
http://purl.obolibrary.org/obo/MI_2229	nucleicacid-gene			
http://purl.obolibrary.org/obo/MI_2230	nucleicacid-nucleicacid			
http://purl.obolibrary.org/obo/MI_2231	coexpression	y	Co-expression	
http://purl.obolibrary.org/obo/MI_2232	molecular association			
http://purl.obolibrary.org/obo/MI_2233	causal interaction			
http://purl.obolibrary.org/obo/MI_2234	causal statement			
http://purl.obolibrary.org/obo/MI_2235	up-regulates			
http://purl.obolibrary.org/obo/MI_2236	up-regulates activity			
http://purl.obolibrary.org/obo/MI_2237	up-regulates quantity			
http://purl.obolibrary.org/obo/MI_2238	up-regulates quantity by expression			
http://purl.obolibrary.org/obo/MI_2239	up-regulates quantity by stabilization			
http://purl.obolibrary.org/obo/MI_2240	down-regulates			
http://purl.obolibrary.org/obo/MI_2241	down-regulates activity			
http://purl.obolibrary.org/obo/MI_2242	down-regulates quantity			
http://purl.obolibrary.org/obo/MI_2243	down-regulates quantity by repression			
http://purl.obolibrary.org/obo/MI_2244	down-regulates quantity by destabilization			
http://purl.obolibrary.org/obo/MI_2245	causal regulatory mechanism			
http://purl.obolibrary.org/obo/MI_2246	indirect causal regulation			
http://purl.obolibrary.org/obo/MI_2247	transcriptional regulation			
http://purl.obolibrary.org/obo/MI_2248	translation regulation			
http://purl.obolibrary.org/obo/MI_2249	post transcriptional regulation			
http://purl.obolibrary.org/obo/MI_2250	direct causal regulation			
http://purl.obolibrary.org/obo/MI_2251	transcriptional regulation by direct binding of dbTF to DNA regulatory element			
http://purl.obolibrary.org/obo/MI_2252	guanine nucleotide exchange factor reaction			
http://purl.obolibrary.org/obo/MI_2253	gtpase-activating protein reaction			
http://purl.obolibrary.org/obo/MI_2254	chemical activation reaction			
http://purl.obolibrary.org/obo/MI_2255	chemical inhibition reaction			
http://purl.obolibrary.org/obo/MI_2256	relocalization			
http://purl.obolibrary.org/obo/MI_2257	small molecule catalysis reaction			
http://purl.obolibrary.org/obo/MI_2258	xenobiotic			
http://purl.obolibrary.org/obo/MI_2259	causal interactor type			
http://purl.obolibrary.org/obo/MI_2260	stimulus			
http://purl.obolibrary.org/obo/MI_2261	phenotype			
http://purl.obolibrary.org/obo/MI_2262	causal regulatory modification			
http://purl.obolibrary.org/obo/MI_2263	s-nitrosylation			
http://purl.obolibrary.org/obo/MI_2264	tyrosinated residue			
http://purl.obolibrary.org/obo/MI_2265	de-acetylated residue			
http://purl.obolibrary.org/obo/MI_2266	de-phosphorylated residue			
http://purl.obolibrary.org/obo/MI_2267	de-sumoylated residue			
http://purl.obolibrary.org/obo/MI_2268	de-methylated residue			
http://purl.obolibrary.org/obo/MI_2269	de-ubiquitinylated residue			
http://purl.obolibrary.org/obo/MI_2270	signalink			
http://purl.obolibrary.org/obo/MI_2271	edam			
http://purl.obolibrary.org/obo/MI_2272	tyrosinylation			
http://purl.obolibrary.org/obo/MI_2273	tyrosination			
http://purl.obolibrary.org/obo/MI_2274	regulator			
http://purl.obolibrary.org/obo/MI_2275	regulator target			
http://purl.obolibrary.org/obo/MI_2276	carbohydrate chemical modification			
http://purl.obolibrary.org/obo/MI_2277	Cr-two hybrid			
http://purl.obolibrary.org/obo/MI_2278	polymer chain length			
http://purl.obolibrary.org/obo/MI_2279	complex portal			
http://purl.obolibrary.org/obo/MI_2280	deamidation reaction			
http://purl.obolibrary.org/obo/MI_2281	deamidation assay			
http://purl.obolibrary.org/obo/MI_2282	complex-primary			
http://purl.obolibrary.org/obo/mi#DeltaMass-label	Label from MS DeltaMass			
http://purl.obolibrary.org/obo/mi#PSI-MI-alternate	Alternate label curated by PSI-MI			
http://purl.obolibrary.org/obo/mi#PSI-MI-short	Unique short label curated by PSI-MI			
http://purl.obolibrary.org/obo/mi#PSI-MOD-alternate	Alternate label curated by PSI-MOD			
http://purl.obolibrary.org/obo/mi#PSI-MOD-short	Unique short label curated by PSI-MOD			
http://purl.obolibrary.org/obo/mi#PSI-MS-label	Agreed label from MS community			
http://purl.obolibrary.org/obo/mi#RESID-alternate	Alternate name from RESID			
http://purl.obolibrary.org/obo/mi#RESID-misnomer	Misnomer label from RESID			
http://purl.obolibrary.org/obo/mi#RESID-name	Name from RESID			
http://purl.obolibrary.org/obo/mi#RESID-systematic	Systematic name from RESID			
http://purl.obolibrary.org/obo/mi#UniMod-alternate	Alternate name from UniMod			
http://purl.obolibrary.org/obo/mi#UniMod-description	Description (full_name) from UniMod			
http://purl.obolibrary.org/obo/mi#UniMod-interim	Interim label from UniMod			
http://purl.obolibrary.org/obo/mi#UniMod-label	Label (title) from UniMod			
http://purl.obolibrary.org/obo/mi#UniProt-feature	Protein feature description from UniProtKB			
http://purl.obolibrary.org/obo/mi#contains	contains			
http://purl.obolibrary.org/obo/mi#derives_from	derives from			
http://purl.obolibrary.org/obo/mi#has_functional_parent	has functional parent			
http://purl.obolibrary.org/obo/mi#part_of	part of			
http://www.geneontology.org/formats/oboInOwl#SubsetProperty	subset_property			
http://www.geneontology.org/formats/oboInOwl#SynonymTypeProperty	synonym_type_property			
http://www.geneontology.org/formats/oboInOwl#hasAlternativeId	has_alternative_id			
http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym	has_broad_synonym			
http://www.geneontology.org/formats/oboInOwl#hasDbXref	database_cross_reference			
http://www.geneontology.org/formats/oboInOwl#hasExactSynonym	has_exact_synonym			
http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym	has_narrow_synonym			
http://www.geneontology.org/formats/oboInOwl#hasOBOFormatVersion	has_obo_format_version			
http://www.geneontology.org/formats/oboInOwl#hasOBONamespace	has_obo_namespace			
http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym	has_related_synonym			
http://www.geneontology.org/formats/oboInOwl#hasScope	has_scope			
http://www.geneontology.org/formats/oboInOwl#hasSynonymType	has_synonym_type			
http://www.geneontology.org/formats/oboInOwl#inSubset	in_subset			
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
